id	name	object
SR-STR-204	Primitive product-norm centering and same-root Ramanujan full-conductor synchronization	The six-block packet admits a rotated primitive quarter-scale pair with exact product and norm identities. Centering isolates the physical principal density. The third Pythagorean projection uses the same Gaussian root label, and Ramanujan conductor stratification is the same arithmetic event as the X15 root line, so no second 1/d spacing factor is legal. Fixed-power conductor loss is saving; square-root saturation is forced to the full-conductor endpoint, where the absolute nonzero Ramanujan contribution remains at exponent 1/2.
SR-STR-205	Principal-density covariance localization and zero-mode conditional-uplift reduction	After full-conductor localization, square-root saturation is pushed into near-maximal physical cell occupancy. Interior variance and pairwise-correlation coefficients isolate the obstruction: any fixed-power pairwise deficit is already strict sub-square-root, while the surviving zero-mode term is an exact conditional-mean contrast/positive uplift. Successive reductions preserve the full masks and show that disjoint-prime allocation or Bernoulli near-determinism heuristics are not automatic savings. A second realization in t91-t95 uses the generic Gaussian orientation hypercube: conjugation gives an antipodal quotient, and occupancy variance shows that any unsaved square-root-saturating packet must remain in an exponent-zero intermediate-occupancy regime.
SR-STR-206	Single-prime two-square influence and primitive projective-slope transport chain	The nonmultiplicative physical selector is reduced from orientation influence to a single arithmetic mask, then to one split-prime action on two square/norm conditions. After freezing the state, only B^o(1) mover-prime candidates remain; fixed prime plus state is reconstructed with O(1) fiber from a primitive divisor pair. Norm-ratio and Archimedean masks then transport to a primitive projective slope, with no independent polynomial scale left after primitive reduction. In t96-t99 the antipodal orientation quotient localizes a non-negligible influence to one generic split-prime bit; Gaussian conjugation makes its symmetric difference explicit and reduces it to one sign, fixed-divisor, or endpoint-residue boundary class. Stage14-tH27 records the finite menu of selector-changing generic-prime boundary events. A non-negligible orientation influence is localized to an explicit elementary boundary class or a genuinely new secondary statistic, but the localization/pigeonhole itself is not a fixed-power saving.
SR-STR-207	Nested primitive-slope acceptance and canonical two-factor density receiver	Primitive-slope physical acceptance factors through nested events: full acceptance is contained in allocation acceptance, which is contained in the balanced host. The resulting three-level conditional-density chain is exact but superseded by a canonical two-factor receiver separating charged canonical allocation from reciprocal-completion density. These conditional factors describe the same physical packet and are not independent multiplicative savings.
SR-STR-208	Canonical three-divisor allocation and opposite-reciprocal Gaussian norm root selector	After canonical allocation, the first reciprocal equation is a reconstruction tautology. The remaining selector freezes a B^o(1)-sized allocation type with minus divisors on A and B and a plus divisor on A^2+B^2; the opposite reciprocal becomes primitive Gaussian norm divisibility on the same pair. Minus and plus one-sided ledgers are each exponent-neutral and dependent, so the genuine receiver is their correlated integer/Gaussian divisor-root density, not a product of marginal savings.
SR-STR-209	Common-core centered root discrepancy and variable-modulus character/projective-collision dichotomy	Stratifying the exact common core C0=B^(kappa+o(1)) separates a low-core allocation branch from a polynomial-core branch. The root indicator has an exact principal-plus-centered decomposition; polynomial-core saturation forces positive centered excess. That centered root discrepancy has an exact multiplicative-character expansion with an L2 coefficient identity, and large fixed-C discrepancy forces projective collision energy. The obstruction then splits into concentrated projective collisions or a diffuse exact-modulus norm-divisor graph. Stage14-t67,t69,t70 supplies a common-support precursor of the centered/projective-collision gate. Canonical root moduli collapse losslessly, generic private-prime spacing does not improve the natural large-sieve scale, and a small common-support J cannot be ruled out from squareclass algebra alone; any fixed-power gain must use the physical reconstruction/selector measure rather than assume nontrivial overlap.
SR-STR-210	Heavy primitive-ray versus genuine determinant-mover dichotomy with quotient-scale stratification	After the projective-collision reduction, diagonal collisions cannot support concentrated saturation. The surviving concentrated branch is either a heavy primitive ray or a genuine nonzero determinant mover, while the diffuse exact-modulus branch remains separate. For genuine movers write the nonzero determinant as C*q; super-determinant moduli are empty, near-maximal mover moduli have only a B^o(1) q-dictionary, and separated moduli retain a polynomial q-range.
SR-STR-211	Diffuse common-core Gaussian norm-factor correlation and bilinear theorem gate	On the diffuse polynomial common-core branch, accepted primitive Gaussian norms satisfy N=X^2+Y^2=C*m with only B^o(1) divisor, primitive-representation and reverse-physical fibers. Splitting the complementary quotient m closes the subpolynomial branch directly; the polynomial branch factors in Z[i] and leaves a genuinely weighted Gaussian-factor bilinear correlation at the exact correlated core C. No independent second-modulus saving is available, so a strict deficit requires a mask-preserving bilinear/dispersion theorem adapter.
SR-STR-212	Heavy primitive-ray radial squareclass capacity and agreement-overlap compression	For a concentrated heavy primitive ray, fixed radial data have B^o(1) reverse physical fiber. The radial scale injects into a fixed-squarefree-kernel square-value problem; its squareclass reconstructs the xi-agreement product and forces a large agreement/kernel overlap G. Freezing G collapses the primitive agreement-pair freedom and bounds atomic radial multiplicity by B^(1/4-phi+o(1)), forcing any heavy survivor to occupy polynomially many normalized radial values rather than hide in endpoint or inner reconstruction entropy.
SR-STR-213	Complementary-dilation bare unitary shadow versus conditional physical-completion deficit	After primitive-ratio and complementary-dilation stratification, the weighted physical incidence can be outerized to a bare unitary-divisor shadow plus a conditional canonical reverse-completion Boolean. Fixed E splits into an endpoint one-dimensional completion branch or a two-sided unitary shadow; the unitary restriction is pointwise dominated by the corresponding ordinary divisor shadow at zero upper-bound cost. Thus survival is governed by a support-versus-completion-deficit budget, not by treating the inner multiplicity as fresh density.
SR-STR-214	Rectangular product capacity exhaustion and reciprocal CRT completion pullback	The fixed-E moving ordinary-divisor window straightens to a rectangular product set. Pair capacity is controlled by the rectangle size, multiplication has only divisor-many fibers, and the coprime/unitary restriction causes no fixed-power loss, so bare arithmetic capacity is exhausted. Pulling completion back to the primitive pair shows that the remaining Boolean is exactly reciprocal divisor/CRT solvability followed by the residual post-column mask; the total completion deficit splits into reciprocal-solvability and post-mask deficits without an extra product-capacity saving.
SR-STR-215	Seeded/seedless K-free reciprocal divisor-allocation CRT first-moment gate	Explicit homogeneous reciprocal seeds show that reciprocal solvability can have full exponent. Away from that diagonal seed, witnesses normalize to a K-free moving divisor-allocation system retaining two exact CRT congruences. Bounded witness multiplicity makes support at B-power scale equivalent to a single first moment, exposing the theorem species UniformPrimitiveRectangleNestedKFreeQuadraticDivisorRootFirstMoment. The frozen H audit finds no direct off-the-shelf theorem or complete mask-preserving transfer, so this remains an external gate rather than a proved saving.
SR-STR-216	Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient height	For Y=Bl_4(P^1 x P^1) with the physical anticanonical height D_R, the exactly-two chamber counts satisfy E_q(B) ~ Lambda_E M_q B(log B)^5 and E_2(B) ~ C_E B(log B)^5, where Lambda_E=(1/81920) prod_{p>=3}(1-1/p)^6(1+6/p+1/p^2), C_E=Lambda_E(M_a+M_b+M_c), alpha(Y)=1/2880, beta(Y)=1, and the physical bad-prime factor is tau_2=9/64. The third-face-square degree-two thin subset has zero leading density, so raw and exactly-two leading constants agree.
SR-STR-217	Collective fixed-degree stratum proliferation reverse-count budget	If every fixed physical rational stratum of M-degree d contributes at most B^(2/d+o(1)) while a target active population V(B) has square-root scale B^(1/2), then any explanation by a growing degree-d family necessarily requires N_d(B) >= B^(1/2-2/d-o(1)). In particular d=8 requires B^(1/4-o(1)), d=12 requires B^(1/3-o(1)), and d=16 requires B^(3/8-o(1)). This is a necessary capacity budget, not an existence theorem for such strata or a proof of the square-root law.
SR-STR-218	Fixed-tuple projective all-short lattice refinement and cross-tuple energy quantifier firewall	After projective root data are fixed, a complete all-short local state tuple is a rank-two projective lattice whose index is the product state modulus, so its centered boundary discrepancy is O(M B^epsilon) on a regular Euclid box and the generic positive q-loss disappears. The Hilbert/Fourier l2 bounds are conditional on a fixed physical support cell and therefore cannot be summed as one globally normalized coefficient vector over all moving modulus tuples; cross-tuple cardinality must remain explicit.
SR-STR-219	Fixed-direction j=1728 fiber compression versus active-direction sparsity barrier	The s6 half-angle cross-square quartic is the fixed-direction j=1728 squareclass quartic up to the fixed class -1, so each primitive direction has only B^o(1) physical partners in the polynomial-height window. Consequently physical edge count and active-direction count have the same power exponent. This fixed-fiber compression, local solvability, and the universal boundary rational anchor do not force a power-sparse set of active directions; a family-level first-nonboundary-point or specialization theorem is required. Stage14-t21--t23 gives a parallel fixed-direction compression: after the split-kernel direction is fixed, one elliptic quotient with rational 2-torsion controls all scales with B^o(1) multiplicity. Thus edge count and active-direction count have the same power exponent; a torsion first-moment saving does not by itself control the partition second moment, and the positive-rank active-direction family remains the moving support problem.
SR-STR-220	Higher-cell torus-quotient barrier for shared-squareclass detectors	The three-cell and four-cell shared-squareclass detectors factor through the same effective two-cell torus quotient, with kernel dimensions one and two respectively. Their Fourier sums satisfy exact fiber identities, so pairwise two-cell savings are not independent and cannot be multiplied. A direct ideal d-cell square sieve gives only relative scale V^(-1/(d+1)), making the higher-cell enlargement no stronger than the established two-cell receiver.
SR-STR-221	Unbalanced short-denominator square-part versus two-cell minimum receiver	Canonically orient the reduced-coordinate pair so Q<=S and write Q=b*y^2. Large square part y>=Y gives coordinate-support sparsity D^2/Y, while y<Y forces a large adjacent two-cell coefficient b>=Q/Y^2 and activates the proved b^(-1/3) two-cell saving. The same restricted set is bounded by both mechanisms, so one takes their minimum rather than multiplying correlated savings. The historical one-parameter minimax occurs at Y=B^(1/11), Q=B^(5/11) and yielded the then-current 10/11 whole-family bound.
SR-STR-222	Fixed-U canonical-LPF projective Gaussian residue receiver chain	For one frozen outer U, the canonical-LPF cofactor Q=ell*delta0 is reduced from an elementary mover boundary to an exact principal/centered boundary incidence. The generic prime-action image is B^o(1) and can be frozen at zero power cost; fixed-Q Gaussian fibers have only exponent-zero principal density, so any fixed-power deficit must live in outer-Q support. Split-prime orientations then project to primitive norm-form support; after cofactor-ray reduction the selected projective prime class lifts to fixed Gaussian residue classes, with an exact principal-mass plus centered-discrepancy decomposition. Safe Kai/Mitsui modulus ranges may be discharged by the audited fixed-residue theorem, whereas super-Kai individual-modulus occupancy remains an external gate. The earlier fixed-U cofactor-core stage has the exact charged-once identity T_Omega=M_Omega+D_Omega. Ordinary projective equidistribution only preserves the exponent of M_Omega; a fixed-power gain requires either a fixed-power weighted physical cofactor-core density deficit or selected classes with principal-scale near-total negative discrepancy. The norm/orientation fibers and exceptional multiplier/D4 symmetry pieces are subpolynomial or nonphysical and cannot be recharged as new savings; after their discharge the chain reduces to the fixed projective/Gaussian residue occupancy receivers already recorded here. Stage14-t37--t68 is an earlier fixed-U/canonical-prime precursor of this receiver. Fixed canonical prime shells admit genuine internal power saving and a fixed descended packet contains only B^o(1) moving canonical primes, but the critical moving-prime strip persists. Later fixed-U Kummer stratification, projective complete-trace cancellation, Cayley denominator recovery and private-prime reductions all preserve the same conclusion: kernel/local multiplicity is cheap, while the physical selector/canonical-prime correlation is the live density problem. Batch19 extends this same fixed-U receiver through squareclass-tagged Cayley root lines, projective Gauss/frequency compression, canonical LPF/cofactor finite-fiber reduction and a canonical one-dimensional Q variable; the downstream orientation cube remains a selector-correlation problem. Stage14-tH18 and tH20--tH33 refine the fixed-U receiver into exact external theorem targets from canonical-prime windowed correlation through projective-ray Type-II, reciprocal-distance/prime-row transports and Gaussian-residue occupancy to the super-Kai individual-residue long-interval gate. Safe Mitsui/Kai ranges are discharged in tH31/tH32, but tH33 remains outside the verified individual-modulus range; none of these branch receivers improves the current whole-family exponent 1/2 by itself. External Work follow-up (2026-08-18), independently checked against primary sources, found no published unconditional theorem that directly supplies the full tH33 joint target. Thorner–Zaman Theorem 1.4 supplies an individual Chebotarev asymptotic controlled by the maximal Hecke conductor; after specialization to an abelian ray-class extension over Q(i), this gives a polynomial-conductor individual ray-class density engine compatible with d=X^{o(1)} at the finite conductor level. This is only a partial upgrade: Chebotarev counts prime ideals by Frobenius/ray class and does not itself impose the continuous canonical D4-sector condition on a chosen Gaussian generator or directly recover the exact unit-normalized ordinary residue beta_* mod d. The narrowed remaining obstruction is therefore RayClassToCanonicalSectorOrdinaryResidueAdapter, or an equivalent individual asymptotic for the combined finite ray-character and angular Hecke-character family. SR-STR-222 and tH33 remain unresolved.
SR-STR-223	Moving genus-five triple gate and compatible paired-small-point interface	The Stage14 triple correction has a fixed-base genus-5 curve model, but the physical problem is a moving-base bounded-height family. A finite zero census is not nonexistence. The reflected local character-sieve exceptional residues mark failure of an easy local-solubility proof and can serve as error control; they are not a necessary sparse congruence satisfied by every triple. The theorem-scale obstruction is instead simultaneous compatible activation of the paired small points/lifts in the moving fiber-product family, requiring a uniform physical-height moving-family theorem rather than a fixed-fiber point bound. Conditioning on an actual raw physical point converts the reflected-square compatibility gate into a genus-three discriminant-square cover with a degree-two elliptic quotient; the physical triple lift still requires the quotient coordinate itself to be a rational square together with the second factor-square condition, recovering the higher-genus moving fiber-product gate. Finite collision ledgers are diagnostics only and do not prove the required moving-family power saving. Stage14-t3--t7 identifies the fixed-base triple curve as a type-4 Humbert--Edge genus-five curve whose Jacobian splits into five elliptic quotients, reducing geometrically to three elliptic types. A physical triple requires compatible lifts/small points on reflected quotient families arising from the same q, with an additional shared-q Pythagorean relation. These fixed-fiber quotient facts and finite rank/torsion tests do not supply a uniform moving-height sub-square-root theorem. Batch19 t8/t9 adds the reflected 2-descent moving-prime support and the Euclid-parameter joint sparse-residue family target as another exact moving-family compatibility gate.
SR-STR-224	Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier	After fixing the physical diagonal R, the identity kappa|R makes admissible squarefree kernels divisor-many and removes the prior varying-modulus K entropy. With X_R=R/(delta*C), the physical-weighted dyadic host satisfies T_R <<_epsilon R^epsilon(X_R/K+sqrt(X_R)); summing coefficient cells t=delta*c0*cs*cn with d_4(t) gives T_R^(all cells)(kappa~K) <<_epsilon R^epsilon(R/K+R). The 1/K main-term gain survives, but the hyperbolic square-root boundary accumulates to R^(1+o(1)), so the current obstruction is boundary factorization or a fixed-power count of actual fixed-R outer support.
SR-STR-225	Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall	On the fixed-U shared-divisor-fan Kummer packet, the complete projective kernel has square-root complete trace and an exact rank-one Kummer/Mellin expansion, while the physical selector retains correlated canonical-prime, primitive-cover, hyperbola and reconstruction masks. Those masks admit zero-fixed-power support-energy transfer and a B^o(1) family of pairwise-orthogonal comparator rectangles. Passing to the positive polar operator |C_r| is not zero-loss: its Schatten/leverage mass carries a polynomial auxiliary-prime scale even when the signed matrix has safe Hilbert-Schmidt energy. The quantifier-safe receiver therefore keeps the signed Kummer matrix and asks only for the physical positive mass-vector Rayleigh / vertical TT* defect, equivalently after the t64 reduction a square-lifted cross-ratio incidence; an arbitrary-support polar fourth moment or full operator bound is neither proved nor required. Stage14-tH17/r2 repairs the earlier ambient formulation by identifying the exact physical mass-vector Rayleigh target and proving the matched-block projection / TT* identities. The PhysicalMassVectorKummerRayleighBound itself remains unproved and is the minimal remaining obstruction. The legal target is the signed physical rectangle/Rayleigh receiver after the exact physical masks; arbitrary-support operator norm or polar/Schatten substitution is a stronger and lossier statement, not an available replacement.
SR-STR-226	Primitive oriented integral-space one-face incidence asymptotic	For the frozen Stage12 primitive oriented incidence count under d<=B, C_prim(B) ~ [kappa/(12*pi)] B(log B)^3 = [eta/(12*pi^2)] B(log B)^3 with eta=pi*kappa. The count is oriented/distinguished-face data and is not itself the primitive canonical exactly-one count. The retained theorem-level external input is finite-order Selberg-Delange; historical conditional and failed intermediate routes do not strengthen the final R09 statement.
SR-STR-227	Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law	For primitive canonical integral-space cuboids 0<a<b<c with exactly one integral face and d<=B, N_q(B) ~ [kappa I_q/(3*pi^3)] B(log B)^3 for q in {ab,ac,bc}, where on R={0<x<y<z in S^2}, I_ab=int_R dω/sqrt(x^2+y^2), I_ac=int_R dω/sqrt(x^2+z^2), I_bc=int_R dω/sqrt(y^2+z^2), and I_ab+I_ac+I_bc=pi^2/8. Hence N1(B)~[kappa/(24*pi)]B(log B)^3 and N_vec/N1 -> (8/pi^2)(I_ab,I_ac,I_bc)=(0.5347369332...,0.2453591778...,0.2199038889...), so the finite near-2:1:1 pattern is not the limiting law.
