sid	path	stage	kind	role	flags	preview	top_candidates
SRC-5734043C488C	stages/stage12/archive/docs/stage12-n1-2-final-r02.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	asymptotic,finite,nonexistence,existence	# Stage12-N1-2 Final R02：primitive oriented count repaired proof | > **DOCUMENT_STATUS:** `REPAIRED_PROOF_CANDIDATE_PENDING_INDEPENDENT_REAUDIT` | > | > **COUNTING_TARGET:** `C_prim(B)` from `stage12-n1-3d-definition-sheet.md` | > | > **CONSTANT_TARGET:** `kappa`, `eta` from `stage12-n1-3d-constant-sheet.md` | > | > **SUPERSEDES:** old `docs/stage12-n1-2-final.md`	SR-STR-222:141.1:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-225:111.5:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-216:107.9:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-223:100.1:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-165:89.1:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-200:89.0:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-206:87.6:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-224:87.0:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier
SRC-7522A92BE1DD	stages/stage12/archive/docs/stage12-n1-2-final-r03.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	asymptotic,numerical,finite,nonexistence,existence	# Stage12-N1-2 Final R03 — primitive oriented count, fully consolidated | > **BUNDLE_ID:** `PC-N1-2-FINAL-FULL-REREVIEW-20260807-R04` | > | > **COMPLETED_THROUGH:** `Stage12-N1-3e` | > | > **SOURCE_SNAPSHOT_COMMIT:** `efe6ba788fa30e2c8f33b9cc98f99006dde34775` | > | > **SOURCE_LEDGER_SHA256:** `9938c98890850d545704128cb5a06c98cbc1422dfa14b0717a87abb1ea414435`	SR-STR-222:222.2:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:156.9:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-200:154.6:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-216:139.1:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-225:113.4:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-206:109.5:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-162:109.2:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-151:107.1:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion 
SRC-16E07847B918	stages/stage12/archive/docs/stage12-n1-2-final-r04.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	asymptotic,numerical,finite,nonexistence,existence	# Stage12-N1-2 Final R04 — primitive oriented count, consolidated through 3f | > **BUNDLE_ID:** `PC-N1-2-FINAL-FULL-REREVIEW-20260807-R05` | > | > **COMPLETED_THROUGH:** `Stage12-N1-3f` | > | > **SOURCE_SNAPSHOT_COMMIT:** `b0208ce33204a3c5f5a52afec146b08a313203f1` | > | > **SOURCE_LEDGER_SHA256:** `f758808bc7f36307b9abcb2b6038ce497735619382fc7bc3056c65cc246cf16f`	SR-STR-222:229.4:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:168.6:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-216:141.5:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-200:139.0:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-162:124.1:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-225:113.4:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-206:112.0:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-151:106.0:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion 
SRC-043B68A18127	stages/stage12/archive/docs/stage12-n1-2-final-r05.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	proved,asymptotic,numerical,finite,nonexistence,existence	# Stage12-N1-2 Final R05 — primitive oriented count, consolidated through 3g | > **BUNDLE_ID:** `PC-N1-2-FINAL-FULL-REREVIEW-20260807-R06` | > | > **COMPLETED_THROUGH:** `Stage12-N1-3g` | > | > **SOURCE_SNAPSHOT_COMMIT:** `c9a91650bece7a2173af4f495212faf1a1054aeb` | > | > **SOURCE_LEDGER_SHA256:** `511a055bd243e0b4f40d554c949e5c1c52db1cc412bcadae55eb8b99e6de2e49`	SR-STR-222:252.9:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:170.4:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-216:138.0:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-162:136.5:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-200:133.2:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-206:124.0:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-225:120.4:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-151:113.5:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion 
SRC-259AFAC084CB	stages/stage12/archive/docs/stage12-n1-2-final-r06-zero-base.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	proved,open,asymptotic,numerical,finite,nonexistence,existence	# Stage12-N1-2 Final R06 — physically self-contained zero-base proof bundle | > **BUNDLE_ID:** `PC-N1-2-FINAL-ZERO-BASE-REREVIEW-20260807-R07` | > | > **COMPLETED_THROUGH:** `Stage12-N1-3h` | > | > **SOURCE_SNAPSHOT_COMMIT:** `1cc47f22be84e2924671294c88f2613d7cbafcd4` | > | > **SOURCE_LEDGER_SHA256:** `9e8fe78faca3e30f9bfa9db9ef5cfd7b5c33187e94889c46aa3ab83b011c6f98`	SR-STR-222:236.0:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:150.2:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-162:134.4:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-200:131.4:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-225:125.1:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-151:102.9:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion ; SR-STR-206:101.5:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-191:100.4:Non-independent weighted local-Sha-height retainer chain
SRC-C0ECFA1DE2CE	stages/stage12/archive/docs/stage12-n1-2-final-r07-self-contained.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	proved,open,asymptotic,numerical,finite,nonexistence,existence	# Stage12-N1-2 Final R07 — self-contained proof bundle | > **BUNDLE_ID:** `PC-N1-2-FINAL-SELF-CONTAINED-20260807-R08` | > | > **COMPLETED_THROUGH:** `Stage12-N1-3i` | > | > **SOURCE_SNAPSHOT_COMMIT:** `4fa4c70ad375dc90c5a99cd8d39f4caf4c47ff34` | > | > **SOURCE_LEDGER_SHA256:** `77b40002d4534ee5e24f8d7f711e7f12d1ea51994d58affe49e161cf33f71248`	SR-STR-222:244.6:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:146.9:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-225:132.1:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-162:122.4:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-200:118.2:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-206:110.6:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-219:108.4:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrie; SR-STR-151:106.4:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion 
SRC-F8BDFF1C677B	stages/stage12/archive/docs/stage12-n1-2-final-r08-self-contained.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	proved,open,asymptotic,numerical,finite,nonexistence,existence	# Stage12-N1-2 Final R08 — self-contained proof text through 3j | > **BUNDLE_ID:** `PC-N1-2-FINAL-SELF-CONTAINED-20260807-R09` | > | > **COMPLETED_THROUGH:** `Stage12-N1-3j` | > | > **SOURCE_SNAPSHOT_COMMIT:** `d69a6e2ee352700660776f55a749eebb432552f9` | > | > **SOURCE_LEDGER_SHA256:** `800a664bf940e751cb1fafc7758a2692c6950eecb6ef94784738d276a4a0debe`	SR-STR-222:267.6:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:133.4:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-225:130.9:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-165:126.0:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-162:120.5:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-200:103.8:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-219:101.9:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrie; SR-STR-191:97.7:Non-independent weighted local-Sha-height retainer chain
SRC-50281E4D77D6	stages/stage12/archive/docs/stage12-n1-2-final.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS		# Stage12-N1-2 Final — superseded summary | > **STATUS:** `SUPERSEDED_BY_STAGE12_N1_2_FINAL_R02` | > | > **CURRENT_DOCUMENT:** `docs/stage12-n1-2-final-r02.md` | > | > **THEOREM_STATUS:** `REPAIRED_CANDIDATE_PENDING_INDEPENDENT_REAUDIT` | このファイルの旧本文は、独立監査R01で次の修復対象を含むことが判明した。 | - 旧§1のfixed-circle remainder;	SR-STR-031:38.8:Finite-order Selberg-Delange theorem contract; SR-STR-191:29.7:Non-independent weighted local-Sha-height retainer chain; SR-STR-146:27.3:Current certified Euler-cuboid global envelope with unresolved true exponent; SR-STR-223:22.6:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-202:21.3:Root-gcd square transfer and globally odd-primitive square-root saturation; SR-STR-222:21.0:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-193:19.4:E-column Walsh collapse and root-sawtooth spacing closure; SR-STR-172:17.6:Rectangular arithmetic-progression product set has full fixed-power exponent
SRC-21CC43F7E730	stages/stage12/archive/docs/stage12-n1-2-hyperbola.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	existence	# Stage12-N1-2：共有面対角線畳み込みの双曲線座標化 | ## 確定した恒等式 | 第二の直角三角形 | \[ | p^2+c^2=d^2 | \] | に対し | \[	SR-STR-032:31.2:Exact shared-hypotenuse representation convolution; SR-STR-165:29.7:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-164:27.4:Square/polynomial-sieve collision-cover transfer; SR-STR-037:22.1:Exact two-face gluing with multiplicity one; SR-STR-216:21.6:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-151:20.8:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion ; SR-STR-169:20.3:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-223:19.5:Moving genus-five triple gate and compatible paired-small-point interface
SRC-9B4587F16DF0	stages/stage12/archive/docs/stage12-n1-2-index.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS		# Stage12-N1-2 アーカイブ案内 | ## 現行文書 | - [`stage12-n1-2-final.md`](../../stage12-n1-2-final.md)：統合完成稿。今後の参照・レビュー対象は原則これのみ。 | ## 監査履歴 | Stage12-N1-2j〜2p、review R03〜R05、対応する監査スクリプト・JSONは、導出過程と査読修復の履歴として保持する。これらは統合稿と矛盾する場合、後続の統合稿を優先する。 | ## Actions運用 | 現行のレビュー用workflowは `.github/workflows/review-bundle.yml` の1本だけとする。Actionsから `Review bundle` を手動実行すると、`stage12-n1-2-final-review.md` がArtifactとして生成される。	SR-STR-193:10.3:E-column Walsh collapse and root-sawtooth spacing closure; SR-STR-191:10.3:Non-independent weighted local-Sha-height retainer chain; SR-STR-195:8.0:Squarefree j=1728 twist compression of the joint physical squareclasses; SR-STR-218:6.8:Fixed-tuple projective all-short lattice refinement and cross-tuple energy quant; SR-STR-179:6.8:Full-radical squarefree CRT projective-line incidence cover; SR-STR-107:6.8:Squareclass support-fiber half-wall gate; SR-STR-225:0.0:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-224:0.0:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier
